lab.tree;lab.fruit_label;fruit_id;lab.caliber_mm;lab.height_mm;lab.weight_gr;lab.observations
7;970;07970;74.15;67.37;183.1;
7;971;07971;73.42;67.75;183.9;
7;972;07972;68.53;69.7;161.1;
7;973;07973;73.6;66.89;169.7;
7;974;07974;76.11;77.42;210.2;
7;975;07975;74.76;76.06;207.8;
8;1;08001;67.84;66.25;149.2;
8;2;08002;72.37;70.18;175.1;
8;3;08003;59.28;54.63;99.1;
8;4;08004;58.4;56.79;88.3;
8;5;08005;68.41;64.01;159.9;
8;6;08006;80.22;77.59;218.4;
8;7;08007;67.09;59.97;133.7;
8;8;08008;75.45;68.23;178.6;
8;9;08009;71.96;68.17;154.6;
8;10;08010;69.86;69.9;151.4;
8;11;08011;71.93;65.13;167.5;
8;12;08012;72.95;66.64;160;
8;13;08013;72.04;63.6;157.2;
8;14;08014;69.33;62.45;142;
8;15;08015;75.41;77.08;205.5;
8;16;08016;71.04;65.92;158.4;
8;17;08017;67.44;68.24;153.2;
8;18;08018;62.59;63.15;119.8;
8;19;08019;65.39;60.59;133.7;
8;20;08020;68.87;69.31;162;
8;21;08021;66.49;63.41;138.3;
8;22;08022;70.76;66.15;162.4;
8;23;08023;71.59;72.07;177.3;
8;24;08024;64.11;73.94;194.8;
8;25;08025;71.26;62.57;153.2;
8;26;08026;72.51;72.76;192.7;
8;27;08027;74.58;75.65;184.3;
8;28;08028;76.68;71.74;196.1;
8;29;08029;67.28;70.3;154.2;
8;30;08030;71.39;74.9;190.9;
8;31;08031;78.05;74.17;199.5;
8;32;08032;82.79;73.85;246.2;
8;33;08033;80.27;76.4;245.2;
8;34;08034;72.69;66.89;175.2;
8;35;08035;35.91;38.74;23.6;
8;36;08036;74.29;69.78;181.6;
8;37;08037;67.13;62.8;140.5;
8;38;08038;69.68;68.1;158;
8;39;08039;68.23;67.14;154.8;
8;40;08040;70.63;66.55;145;
8;41;08041;70.48;74.67;177.3;
8;42;08042;71.65;68.46;180.6;
8;43;08043;66.25;65.78;145.6;
8;44;08044;70.13;62.83;157.7;
8;45;08045;66.74;65.69;142.7;
8;46;08046;79.6;80.48;234;
8;47;08047;67.84;70.13;167.3;
8;48;08048;70.64;66.83;160.1;
8;49;08049;73.45;73.28;194;
8;50;08050;71.68;75.75;195.3;
8;51;08051;71.68;71.87;169.1;
8;52;08052;76.4;73.02;210.1;
8;53;08053;69.03;73.51;179.9;
8;54;08054;62.67;64.36;124.4;
8;55;08055;68.81;68.99;151.7;
8;56;08056;69.21;72.13;166.5;
8;57;08057;73.83;74.94;202.1;
8;58;08058;74.48;73.21;212.4;
8;59;08059;74.16;71.68;202.9;
8;60;08060;66.51;65.4;144.1;
8;61;08061;62.72;58.4;110.6;
8;62;08062;69.07;65.11;157.8;
8;63;08063;59.83;58.77;101.3;
8;64;08064;71.78;70.72;174.1;
8;65;08065;74.85;70.32;189.4;
8;66;08066;76.62;82.55;230.5;
8;67;08067;77.23;73.37;212.9;
8;68;08068;57.31;50.75;76.5;
8;69;08069;61.47;58.54;108.7;
8;70;08070;45.25;48.62;49.1;
8;71;08071;66.69;66.72;151.7;
8;72;08072;74.05;67.14;170.5;
8;73;08073;67.4;53.29;120.6;
8;74;08074;62.41;53.26;104.5;
8;75;08075;76.09;74.75;209.1;
8;76;08076;58.22;53.34;84;
8;77;08077;57.41;55.67;80.7;
8;78;08078;75.89;73.32;213.4;
8;79;08079;69.81;62.71;155.4;
8;80;08080;73.18;72.28;190.4;
8;81;08081;69.86;63.93;158.1;
8;82;08082;71.23;69.06;176.6;
8;83;08083;76.6;76.62;214.1;
8;84;08084;66.45;67.74;152.7;
8;85;08085;69.68;75.31;178;
8;86;08086;66.5;65.57;141.9;
8;87;08087;53.62;50.24;71.7;
8;88;08088;67.43;67.1;144.7;
8;89;08089;66.21;67.14;159.3;
8;90;08090;76.24;68.25;193.8;
8;91;08091;69.97;65.92;138.1;
8;92;08092;59.7;61.53;107.2;
8;93;08093;75.77;69.37;188;
8;94;08094;73.73;66.01;167.6;
8;95;08095;65.22;65.32;136.3;
8;96;08096;70.33;65.64;166.7;
8;97;08097;76.72;73.11;218.6;
8;98;08098;70.73;71.59;167.6;
8;99;08099;68.6;70.72;164.3;
8;100;08100;78.15;84.62;242.2;
8;101;08101;76.3;71.62;202.7;
8;102;08102;67.29;62.35;141.5;
8;103;08103;74.39;68.94;183.7;
8;104;08104;72.83;75.7;198.4;
8;105;08105;75.18;70.08;189;
8;106;08106;73.26;68.55;201.7;
8;107;08107;70.03;64.27;163.6;
8;108;08108;70.49;68.29;179.5;
8;109;08109;59.63;56.95;94.3;
8;110;08110;65.08;60.16;128.6;
8;111;08111;65.65;60.11;133.8;
8;112;08112;65.2;62.59;121.5;
8;113;08113;73.63;77.76;195.8;
8;114;08114;55.05;54.31;70.4;
8;115;08115;69.12;66.42;158.4;
8;116;08116;48.86;46.79;53.5;
8;117;08117;76.26;76.06;225.1;
8;118;08118;74.58;71.77;215.3;
8;119;08119;69.84;70.08;154.9;
8;120;08120;72.53;72.3;184.1;
8;121;08121;76.01;69.96;196.5;
8;122;08122;67.83;70.62;158.5;
8;123;08123;74.83;66.23;199.9;
8;124;08124;54.74;55.25;87;
8;125;08125;55.25;57.68;81.1;
8;NAN;;70.74;69.58;166.4;
9;249;09249;72.85;65.73;174.5;
9;250;09250;73.57;70.21;185.3;
9;251;09251;75.25;73.31;206.2;
9;252;09252;64.31;65.99;130.2;
9;253;09253;70.66;61.59;142.4;
9;254;09254;77.77;72.19;213.2;
9;255;09255;42.85;39.13;38;
9;256;09256;47.24;47.17;54;
9;257;09257;45.51;49.03;49.9;
9;258;09258;47.8;52.73;60.3;
9;259;09259;46.41;49.37;53;
9;260;09260;54.4;55.19;81.1;
9;261;09261;53.92;51.52;75.6;
9;262;09262;58.31;58.6;100;
9;263;09263;52.66;52.71;68.5;
9;264;09264;64.38;63.96;124.7;
9;265;09265;43.27;43.87;45.4;
9;266;09266;43.85;39.8;39.2;
9;267;09267;35.51;42.82;31.7;
9;268;09268;71.86;75.75;185.4;
9;269;09269;79.12;77.09;242.3;
9;270;09270;68.87;67.58;162.3;
9;271;09271;61.71;55.81;101.2;
9;272;09272;63.26;63.92;128.1;
9;273;09273;73.28;71.98;188.8;
9;274;09274;58.71;62.04;90.4;
9;275;09275;65.28;59.24;127.3;
9;276;09276;69.25;76.6;184.1;
9;277;09277;36.4;36.27;;Without data
9;278;09278;72.93;75.26;182.1;
9;279;09279;51.72;51.55;65.4;
9;280;09280;44.49;49.09;46.9;
9;281;09281;43.8;46.02;41.8;
9;NAN;;77.88;69.66;196.5;Without label
10;282;10282;56.44;54.48;89.2;
10;283;10283;56.75;51.31;87.9;
10;284;10284;70.57;66.43;153.4;
10;285;10285;72.19;70.12;178.4;
10;286;10286;71.95;71.61;181.9;
10;287;10287;71.39;64.47;160.6;
10;288;10288;72.83;71.34;187.8;
10;289;10289;67.81;62.56;134.2;
10;290;10290;63.23;57.29;115.8;
10;291;10291;67.88;62.15;139;
10;292;10292;63.5;61.73;119.2;
10;293;10293;71.87;68.06;170.7;
10;294;10294;76.96;73.89;202;
10;295;10295;69.83;62.52;156.6;
10;296;10296;71.09;65.13;157.8;
10;297;10297;78.08;81.28;236.5;
10;298;10298;68.51;71.97;167.7;
10;299;10299;75.88;79.35;221.9;
10;300;10300;70.56;69.1;152.9;
10;301;10301;72.86;75.02;188.7;
10;302;10302;74.81;75.98;200.4;
10;303;10303;75.31;74.75;206.7;
10;304;10304;67.04;59.81;134.6;
10;305;10305;64.64;60.89;131.4;
10;306;10306;72.04;70.36;173.4;
10;307;10307;64.68;65.27;125.6;
10;308;10308;73.12;74.61;201.5;
10;309;10309;74.88;77.06;197.9;
10;310;10310;72.38;71.98;190.3;
10;311;10311;66.25;62.18;137.1;
10;312;10312;64.87;69.11;140.7;
10;313;10313;67.51;66.13;138.2;
10;314;10314;62.52;59.42;119.8;
10;315;10315;71.11;68.15;161.4;
10;316;10316;72.94;74.4;175.8;
10;317;10317;79.14;79.43;226.7;
10;318;10318;70.84;71.36;172.7;
10;319;10319;75.27;75.14;203;
10;320;10320;72.49;70.5;183.8;
10;321;10321;78.56;76.99;222.6;
10;322;10322;68.25;62.5;145.2;
10;323;10323;72.67;65.82;179.1;
10;324;10324;69.25;66.57;143.6;
10;325;10325;72.03;63.73;150.9;
10;326;10326;73.15;70.19;168.1;
10;327;10327;69.22;70.82;158.2;
10;328;10328;68.06;66.23;147.7;
10;329;10329;70.17;63.5;151.5;
10;330;10330;73.37;70.74;192.5;
10;331;10331;67.97;62.27;134.3;
10;332;10332;73.08;67.16;181;
10;333;10333;71.06;68.32;171.5;
10;334;10334;74.5;70.28;185.6;
10;335;10335;76.39;84.23;224.3;
10;336;10336;69.97;62.58;151;
10;337;10337;56.2;48.89;77.2;
10;338;10338;75.93;73.09;185.5;
10;339;10339;72.61;71.17;167.1;
10;340;10340;74.7;75.02;201.1;
10;341;10341;70.67;64.79;152.1;
10;342;10342;69.53;61.24;136;
10;343;10343;71.03;72.32;175.6;
10;344;10344;71.97;69.63;167.4;
10;345;10345;71.34;67.66;164.8;
10;346;10346;67.64;68.28;146.5;
10;347;10347;68.84;69.5;154.4;
10;348;10348;70.97;65.63;173.5;
10;349;10349;70.08;62.4;149.1;
10;350;10350;69.11;62.91;143.4;
10;351;10351;76.15;72.37;205.1;
10;352;10352;77.61;71.57;201.7;
10;353;10353;68.58;65.66;157.3;
10;354;10354;67.78;60.2;127.6;
10;355;10355;68.16;64.86;145.6;
10;356;10356;67.27;64.1;134.5;
10;357;10357;62.35;62.96;109.2;
10;358;10358;74.25;70.25;185.4;
10;359;10359;67.74;63.56;134.9;
10;360;10360;70.11;72.38;164.9;
10;361;10361;69.51;67.21;148.8;
10;362;10362;68.52;68.6;155.1;
10;363;10363;74.84;76.2;210.7;
10;364;10364;68.89;63.85;133.7;
10;365;10365;70.18;63.17;150.7;
10;366;10366;71.33;67.17;141.1;
10;367;10367;65.71;66.07;133;
10;368;10368;74.9;73.5;176.6;
10;369;10369;70.89;69.52;176;
10;370;10370;64.28;56.02;115;
10;371;10371;69.78;71.57;149.9;
10;372;10372;76.59;67.121;190.5;
10;373;10373;64.45;55.72;121.1;
10;374;10374;68.49;67.08;166.5;
10;375;10375;78.05;76.68;211.1;
10;376;10376;71.38;72.6;184.7;
10;377;10377;75.39;69.86;186.2;
10;378;10378;67.09;65.96;153.9;
10;379;10379;72.38;67.76;169.3;
10;380;10380;75.61;69.14;199.9;
10;381;10381;71.15;72.17;171;
10;382;10382;71.82;68.98;168;
10;383;10383;72.91;68.67;167.3;
10;384;10384;69.12;72.93;169.1;
10;385;10385;73.18;73.51;196.1;
10;386;10386;70.19;64.36;156.8;
10;387;10387;74.06;75.17;210.7;
10;388;10388;67.66;64.28;133.6;
10;389;10389;63.54;61.44;117.8;
10;390;10390;71.92;64.86;169.4;
10;391;10391;73.4;66.1;165.3;
10;392;10392;71.96;66.17;157.6;
10;393;10393;65.46;60.74;124.1;
10;394;10394;74.44;68.98;190.3;
10;NAN;;60.73;64.43;101.3;Without label
11;395;11395;59.94;55.31;89;
11;396;11396;59.25;61.24;103.7;
11;397;11397;52.98;52.17;73.1;
11;398;11398;46.43;47.48;46.5;
11;399;11399;45.49;45.83;49.6;
11;400;11400;51.95;57.05;74.4;
11;401;11401;49.87;53.32;63.9;
11;402;11402;47.96;50.02;56.8;
11;403;11403;63.65;62.82;114;
11;404;11404;54.82;53.99;79.6;
11;405;11405;49.05;50.74;61;
11;406;11406;46.14;47.67;51.4;
11;407;11407;57.15;54.06;93.1;
11;408;11408;53.19;52.4;76.1;
11;409;11409;56.33;56.87;82.8;
11;410;11410;56.53;59.04;90.4;
11;411;11411;47.2;47.05;48;
11;412;11412;43.66;39.87;42.7;
11;413;11413;43.2;33.34;26.2;
11;414;11414;37.98;37.52;28.3;
11;415;11415;38.86;37.13;29.7;
11;416;11416;36.84;36.24;26.2;
11;417;11417;31.42;30.15;16.6;
11;418;11418;51;50.46;63.7;
11;419;11419;47.27;47.01;52;
11;420;11420;42.39;43.91;43.3;
11;421;11421;42.1;47.02;53.5;
11;422;11422;28.15;36.13;15;
11;423;11423;41.43;37.74;33.5;
11;424;11424;65.91;62.86;125.6;
11;425;11425;31.49;35.07;18.1;
11;426;11426;33.68;32.29;16.2;
11;427;11427;38.32;36.81;26.8;
11;428;11428;35.33;35.19;24.4;
11;429;11429;41.3;38.91;32;
11;430;11430;42.7;42.12;42.4;
11;431;11431;32.67;35.5;19.5;
11;432;11432;30.85;30.17;17.1;
11;433;11433;34.32;32.22;18.6;
11;434;11434;31.33;29.67;13.2;
11;435;11435;41.36;42.36;27.5;
11;436;11436;33.56;29.01;17.5;
11;437;11437;34.03;33.19;21.7;
11;438;11438;37.45;34.77;25;
11;439;11439;33.41;35.08;21.5;
11;440;11440;29.69;33.05;16.7;
11;441;11441;33.8;36.27;21.6;
11;442;11442;44.27;45.9;43.1;
11;443;11443;32.38;29.91;17;
11;444;11444;32.44;28.77;19.1;
11;445;11445;28.61;27.78;12.1;
11;446;11446;27.66;23.09;10.8;
11;447;11447;31.72;30.56;18.4;
11;448;11448;34.9;32.15;17.8;
11;449;11449;29.15;28.6;13.6;
11;450;11450;27.17;24.58;11.4;
11;451;11451;31.68;31.33;17.8;
11;452;11452;34.3;31.77;22;
11;453;11453;31.62;32.81;17.1;
11;454;11454;43.94;42.22;40;
11;455;11455;43.44;40.1;42.4;
11;456;11456;35.41;36.95;25.3;
11;457;11457;48.98;52.51;60.5;
11;458;11458;41.88;39.52;37;
11;459;11459;32.85;34.98;21.4;
11;460;11460;40.42;45.71;39.9;
11;461;11461;34.67;36.34;20.8;
11;462;11462;33.72;32.36;21.3;
11;463;11463;37.77;37.14;27.2;
11;464;11464;39.71;40.24;31.5;
11;465;11465;41.46;39.79;38.7;
11;466;11466;40.39;41.16;33.5;
11;467;11467;50.29;55.72;68.6;
11;468;11468;53.95;53.91;73.2;
11;469;11469;51.98;56.39;74.7;
11;470;11470;44.15;42.32;39.5;
11;471;11471;54.69;55.3;83.6;
11;472;11472;55.05;54.02;69.9;
11;473;11473;43.56;43.7;40.1;
11;474;11474;33.54;35.94;21.2;
11;475;11475;47.4;45.32;50.9;
11;476;11476;42.44;42.38;39;
11;477;11477;35.43;35.09;23.9;
11;478;11478;35.85;37.05;23.8;
11;479;11479;41.31;40.2;36.1;
11;480;11480;52.14;50.15;63.6;
11;481;11481;67.11;68.36;138.9;
11;482;11482;48.82;47.86;54;
11;483;11483;68.47;66.38;140.7;
11;484;11484;62.37;65.82;132.9;
11;485;11485;50.23;51.57;56.1;
11;486;11486;42.69;40.03;37.3;
11;487;11487;38.63;37.26;29.6;
11;488;11488;59.43;56.39;98.6;
11;489;11489;33.55;34.81;21.3;
11;490;11490;55.84;61.39;88.2;
11;491;11491;69.63;62.23;136.8;
11;492;11492;61.72;60.11;107.2;
11;493;11493;57.52;54.01;80.3;
11;494;11494;67.19;64.14;136.4;
11;495;11495;49.04;50.98;60.6;
11;496;11496;57.34;55.32;83.2;
11;497;11497;52.05;50.11;65.9;
11;498;11498;45.22;44.4;43.2;
11;499;11499;44.28;41.04;44;
11;500;11500;45.8;47.33;48.9;
11;501;11501;40.39;40.6;33.9;
11;502;11502;36.06;37.7;26.9;
11;503;11503;38.54;39.5;30.5;
11;504;11504;63.1;62.01;116.4;
11;505;11505;60.44;62.59;100.5;
11;506;11506;63.57;61.05;109.3;
11;507;11507;55.56;51.42;79.5;
11;508;11508;52.5;49.22;65.8;
11;509;11509;69.73;58.6;125.2;
11;510;11510;64.68;61.56;122.7;
11;511;11511;48.16;48.75;49.5;
11;512;11512;48.96;49.72;61.2;
11;513;11513;47.48;47.34;51.3;
11;514;11514;54.18;56.6;79.6;
11;515;11515;61.66;60.06;102.7;
11;516;11516;64.13;61.07;112.4;
11;517;11517;64.56;61.16;117.6;
11;518;11518;63.52;62.44;129.2;
11;519;11519;59.71;56.16;97.7;
11;520;11520;48.59;53.46;54.2;
11;521;11521;73.06;70.07;177;
11;522;11522;68.27;69.75;157.2;
11;523;11523;65.66;66.59;141.4;
11;524;11524;57.13;54.06;79.4;
11;525;11525;64.7;65.77;135.1;
11;526;11526;48.68;44.7;44.7;
11;527;11527;58.03;60.93;98.4;
11;528;11528;58.1;47.56;63.5;
11;529;11529;74.82;78.07;209.8;
11;530;11530;63.73;64.26;128.1;
11;531;11531;69.93;65.49;158;
11;532;11532;74.83;70.08;191;
11;533;11533;70.16;67.57;162;
11;534;11534;74.11;73.83;201.9;
11;535;11535;72.75;73.06;194.9;
11;536;11536;65.32;60.28;119.6;
11;537;11537;66.45;72.46;137.9;
11;538;11538;72.18;68.62;169.2;
11;539;11539;64.71;65.16;134.7;
11;540;11540;70.44;68.41;165.9;
11;541;11541;70.23;70.35;160.8;
11;542;11542;70.34;71.51;166.3;
11;543;11543;68.39;67.18;155;
11;544;11544;62.44;58.53;115.2;
11;545;11545;69.03;71.72;153.1;
11;546;11546;74.99;75.01;225.7;
11;547;11547;67.07;67.48;142.6;
11;548;11548;73.57;74.24;196.2;
11;549;11549;68.38;68.01;150.5;
11;550;11550;67.82;68.13;145.2;
11;551;11551;71.58;75.06;186.6;
11;552;11552;63.54;59.97;112.7;
11;553;11553;66.97;60.3;124;
11;554;11554;50.99;49.6;60.4;
11;555;11555;75.85;71.09;193.1;
11;556;11556;69.38;65.42;143.8;
11;557;11557;69.05;66.73;151.7;
11;558;11558;59.38;59.91;98.5;
11;559;11559;66.19;64.9;138.2;
11;560;11560;66.75;67.15;139.4;
11;561;11561;58.2;54.01;84.8;
11;562;11562;65.84;72.1;137.2;
11;563;11563;63.16;65.17;121.4;
11;564;11564;59.65;63.11;111.8;
11;565;11565;73.59;73.85;182;
11;566;11566;56.9;61.23;130.6;
11;567;11567;74.93;65.24;175.1;
11;568;11568;69.68;61.73;133.2;
11;569;11569;69.83;67.34;153.2;
11;570;11570;74.44;73.33;197.8;
11;571;11571;77.34;73.37;189.4;
11;572;11572;67.49;70.15;151.5;
11;573;11573;69.88;64.42;147.6;
11;574;11574;62.56;57.59;103.2;
11;575;11575;58.71;56.68;93;
11;576;11576;73.6;72.81;202.7;
11;577;11577;65.04;64.04;106.7;
11;578;11578;67.42;67.38;149.1;
11;579;11579;58.24;57.24;94.2;Without label
11;NAN;;59.4;58.51;98.2;Without label
11;NAN;;49.3;48.89;63.7;Without label
11;NAN;;43.62;38.61;37.7;Without label
11;NAN;;37.53;36.57;27.7;Without label
11;NAN;;33.2;29.67;18.8;Without label
12;592;12592;68.83;71.4;160;
12;593;12593;75.12;75.57;195.7;
12;594;12594;62.97;60.15;112.3;
12;595;12595;73.46;69.58;182.7;
12;596;12596;69.14;71.93;150.4;
12;597;12597;71.31;67.78;177.4;
12;598;12598;61.64;62.41;103.3;
12;599;12599;62.84;63.91;118.8;
12;600;12600;65.78;69.37;139.4;
12;601;12601;56.9;56.27;86.5;
12;602;12602;68.18;66.15;147.6;
12;603;12603;69.04;70.42;155.7;
12;604;12604;60.67;59.37;103.1;
12;605;12605;74.87;77.35;202.6;
12;606;12606;72.08;75.04;183.2;
12;607;12607;57.44;63.26;107.2;
12;608;12608;71.56;69.19;171.1;
12;609;12609;54.52;60.81;88.8;
12;610;12610;60.07;60.74;104.2;
12;611;12611;65.53;67.81;142.6;
12;612;12612;62.16;58.56;113.3;
12;613;12613;65.76;64.31;134.7;
12;614;12614;67.03;67.98;145.1;
12;615;12615;51.11;46.88;59.1;
12;616;12616;61.84;65.46;116.2;
12;617;12617;67.28;65.53;143.6;
12;618;12618;78.27;72.87;223.6;
12;619;12619;72.19;65.51;159.4;
12;620;12620;54.96;59.8;86.7;
12;621;12621;51.73;44.98;58.2;
12;622;12622;68.66;70.36;151;
12;623;12623;70.08;66.92;142.2;
12;624;12624;59.35;56.15;88.7;
12;625;12625;69.31;65.12;157.4;
12;626;12626;66.16;67.48;144.6;
12;627;12627;53.92;48.27;66.5;
12;628;12628;64.63;65.61;127.5;
12;629;12629;54.8;55.72;77.5;
12;630;12630;51.3;54.7;71.6;
12;631;12631;50.96;52.44;62.6;
12;632;12632;68.63;66.37;153.4;
12;633;12633;76.05;74.68;199.8;
12;634;12634;72.51;72.87;181;
12;635;12635;59.59;55.21;92.4;
12;636;12636;55.82;55.84;79.2;
12;637;12637;76.1;76.75;206.2;
12;638;12638;68.34;66.03;142.2;
12;639;12639;64.01;67.59;126.5;
12;640;12640;66.51;61.25;135.5;
12;641;12641;58.1;63.56;104.2;
12;642;12642;58.65;57.21;98.5;
12;643;12643;67.7;65.83;141.9;
12;644;12644;63.91;58.77;114.1;
12;645;12645;54.69;46.5;;Without data
12;646;12646;67.39;69.48;154.7;
12;647;12647;57.48;61.45;89.3;
12;648;12648;53.89;56.94;77.5;
12;649;12649;44.92;47.33;49.1;
12;650;12650;46.48;46.01;50.8;
12;651;12651;64.85;67.47;125;
12;652;12652;51.67;49.04;64.7;
12;653;12653;47.11;45.25;51.9;
12;654;12654;57.35;53.9;81;
12;655;12655;38.01;36.22;27.2;
12;656;12656;44.61;40.15;40.1;
12;657;12657;48.94;54.16;65.9;
12;658;12658;45.81;50.1;54.5;
12;659;12659;43.16;43.56;41.3;
12;660;12660;51.32;54.33;68.4;
12;661;12661;49.57;46.89;59;
12;662;12662;56.07;49.56;74.7;
12;663;12663;48.64;46.04;46.9;
12;664;12664;42.92;46.41;40.6;
12;665;12665;44.59;42.98;43.5;
12;666;12666;44.93;48.5;50.2;
12;667;12667;52.05;57.71;74.7;
12;668;12668;46.75;44.07;45.1;
12;669;12669;58.47;53.26;86.4;
12;670;12670;54.95;47.7;65.9;
12;671;12671;52.29;51.85;68.3;
12;672;12672;48.53;47.05;57.5;
12;673;12673;45.15;46.06;48;
12;674;12674;57.93;56.93;89.7;
12;675;12675;67.26;68.07;146.5;
12;676;12676;52.48;54.96;70.6;
12;677;12677;52.38;54.77;77.9;
12;678;12678;47.21;45.54;46.9;
12;679;12679;51.42;48.92;64.7;
12;680;12680;48.29;52.97;66.2;
12;681;12681;49.12;48.13;56.4;
12;682;12682;45.97;48.99;54.3;
12;683;12683;49.73;55.3;69.5;
12;684;12684;45.48;52.75;59.5;
12;685;12685;43.58;39.14;43.9;
12;686;12686;44.67;41.15;45.5;
12;687;12687;44.79;40.94;41.5;
12;688;12688;49.93;54.82;71.1;
12;689;12689;47.6;40.76;43.5;
12;690;12690;30.77;28.77;15.9;
12;691;12691;41.25;44.01;38.5;
12;692;12692;50.41;45.66;57.1;
12;693;12693;33.19;33.35;20.1;
12;694;12694;36.65;31.79;22.2;
12;695;12695;37.67;39.09;26.7;
12;696;12696;34.03;34.19;20.2;
12;697;12697;35.7;35.33;22.8;
12;698;12698;43.03;44.86;35.3;
12;699;12699;36.88;39.4;27.1;
12;700;12700;39.18;42.91;32.5;
12;701;12701;40.87;39.76;32;
12;702;12702;40.05;44.22;36.8;
12;703;12703;54.82;57.82;89.7;
12;704;12704;36.67;37.41;26.6;
12;705;12705;41.45;44.26;37.8;
12;706;12706;33.92;36.03;23;
12;707;12707;45.04;44.48;44.5;
12;708;12708;53.57;54.1;74.2;
12;709;12709;49.41;46.73;56.4;
12;710;12710;53.82;45.65;58.1;
12;711;12711;46.04;47.49;48.7;
12;712;12712;51.47;52.87;67.5;
12;713;12713;34.19;33.11;20;
12;714;12714;44.46;40.5;42.8;
12;715;12715;38.75;43.5;34.1;
12;716;12716;41.7;41.05;34.8;
12;717;12717;54.48;54.61;77.2;
12;718;12718;41.86;39.73;35.9;
12;719;12719;46.88;50.57;51.7;
12;720;12720;45.56;50.81;54;
12;721;12721;35.3;37.84;22.3;
12;722;12722;33.9;35.13;22.5;
12;723;12723;36.19;33.62;25.9;
12;724;12724;53.32;54.16;73.4;
12;725;12725;37.05;34.76;25.8;
12;726;12726;50.26;42.46;52.7;
12;727;12727;29.26;31.54;14.1;
12;728;12728;49.55;49.91;57.7;
12;729;12729;39.87;40.49;31.5;
12;730;12730;47.18;44.64;46.3;
12;731;12731;47.19;50.75;57;
12;732;12732;45.95;44.92;48.9;
12;733;12733;42.82;38.4;34.5;
12;734;12734;48.15;45.9;50.2;
12;735;12735;43.82;49.11;46.3;
12;736;12736;35.05;37.14;23;
12;737;12737;33.48;34.34;21.4;
12;738;12738;38.13;35.93;26.9;
12;739;12739;44.08;44.49;46;
12;740;12740;32.46;31.56;19.9;
12;741;12741;49.67;50.8;59.6;
12;742;12742;32.41;32.66;18.2;
12;743;12743;38.52;35.68;28.1;
